| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  129  |    50.12%    |    0.6931     |      49.74%       |      49.64%      |
|  130  |    50.72%    |    0.6937     |      49.74%       |      49.50%      |
|  131  |    50.64%    |    0.6924     |      49.77%       |      49.57%      |
|  132  |    49.83%    |    0.6928     |      50.27%       |      50.43%      |
|  133  |    50.29%    |    0.6932     |      50.31%       |      50.57%      |
|  134  |    49.98%    |    0.6946     |      49.72%       |      49.64%      |
|  135  |    49.97%    |    0.6931     |      50.25%       |      50.36%      |
|  136  |    49.99%    |    0.6933     |      49.74%       |      49.64%      |
|  137  |    50.19%    |    0.6931     |      49.68%       |      49.57%      |
|  138  |    50.04%    |    0.6932     |      50.27%       |      50.43%      |
|  139  |    50.06%    |    0.6936     |      49.69%       |      49.72%      |
|  140  |    50.16%    |    0.6936     |      49.74%       |      49.57%      |
|  141  |    49.88%    |    0.6932     |      49.76%       |      49.50%      |
|  142  |    49.54%    |    0.6931     |      50.26%       |      50.43%      |
|  143  |    49.93%    |    0.6950     |      49.64%       |      49.50%      |
|  144  |    49.74%    |    0.6931     |      49.70%       |      49.57%      |
|  145  |    49.67%    |    0.6932     |      49.74%       |      49.79%      |
|  146  |    50.44%    |    0.6932     |      49.71%       |      49.57%      |
|  147  |    50.09%    |    0.6932     |      49.74%       |      49.50%      |
|  148  |    49.85%    |    0.6935     |      49.70%       |      49.50%      |
|  149  |    50.21%    |    0.6932     |      50.32%       |      50.36%      |
|  150  |    50.37%    |    0.6921     |      49.73%       |      49.50%      |
|  151  |    50.01%    |    0.6927     |      50.30%       |      50.36%      |
|  152  |    49.86%    |    0.6944     |      50.25%       |      50.43%      |
|  153  |    49.80%    |    0.6930     |      49.71%       |      49.64%      |
|  154  |    50.16%    |    0.6921     |      49.73%       |      49.72%      |
|  155  |    49.93%    |    0.6921     |      49.74%       |      49.79%      |
|  156  |    50.21%    |    0.6931     |      50.26%       |      50.36%      |
|  157  |    50.37%    |    0.6914     |      49.74%       |      49.64%      |
|  158  |    49.95%    |    0.6931     |      50.25%       |      50.28%      |
|  159  |    49.93%    |    0.6923     |      49.67%       |      49.43%      |
|  160  |    50.53%    |    0.6936     |      49.67%       |      49.43%      |
|  161  |    49.83%    |    0.6919     |      49.65%       |      49.43%      |
|  162  |    49.93%    |    0.6932     |      49.69%       |      49.57%      |
|  163  |    50.06%    |    0.6927     |      49.75%       |      49.57%      |
|  164  |    50.01%    |    0.6924     |      49.75%       |      49.50%      |
|  165  |    50.10%    |    0.6930     |      49.72%       |      49.64%      |
|  166  |    49.95%    |    0.6944     |      49.67%       |      49.36%      |
|  167  |    50.25%    |    0.6932     |      50.36%       |      50.64%      |
|  168  |    50.04%    |    0.6941     |      50.26%       |      50.28%      |
|  169  |    50.10%    |    0.6933     |      49.71%       |      49.57%      |
|  170  |    50.13%    |    0.6935     |      49.74%       |      49.57%      |
|  171  |    50.30%    |    0.6931     |      50.26%       |      50.36%      |
|  172  |    50.39%    |    0.6925     |      49.76%       |      49.43%      |
