| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  94   |    50.31%    |    0.6928     |      50.52%       |      50.22%      |
|  95   |    50.32%    |    0.6930     |      50.54%       |      50.37%      |
|  96   |    50.32%    |    0.6937     |      50.57%       |      50.29%      |
|  97   |    50.31%    |    0.6935     |      50.48%       |      50.37%      |
|  98   |    50.31%    |    0.6928     |      50.55%       |      50.29%      |
|  99   |    50.31%    |    0.6930     |      50.55%       |      50.51%      |
|  100  |    50.30%    |    0.6931     |      50.56%       |      50.29%      |
|  101  |    50.32%    |    0.6937     |      50.53%       |      50.37%      |
|  102  |    50.32%    |    0.6932     |      50.52%       |      50.29%      |
|  103  |    50.30%    |    0.6941     |      50.51%       |      50.37%      |
|  104  |    50.31%    |    0.6934     |      50.46%       |      50.22%      |
|  105  |    50.31%    |    0.6927     |      50.54%       |      50.29%      |
|  106  |    50.31%    |    0.6928     |      50.49%       |      50.44%      |
|  107  |    50.32%    |    0.6929     |      50.57%       |      50.51%      |
|  108  |    50.32%    |    0.6927     |      50.58%       |      50.51%      |
|  109  |    50.32%    |    0.6934     |      50.56%       |      50.51%      |
|  110  |    50.31%    |    0.6926     |      50.50%       |      50.22%      |
|  111  |    50.31%    |    0.6927     |      50.50%       |      50.44%      |
|  112  |    50.31%    |    0.6935     |      50.60%       |      50.58%      |
|  113  |    50.32%    |    0.6925     |      50.53%       |      50.44%      |
|  114  |    50.32%    |    0.6933     |      50.50%       |      50.29%      |
|  115  |    50.31%    |    0.6930     |      50.53%       |      50.29%      |
|  116  |    50.32%    |    0.6926     |      50.56%       |      50.37%      |
|  117  |    50.33%    |    0.6924     |      50.58%       |      50.44%      |
|  118  |    50.31%    |    0.6930     |      50.53%       |      50.37%      |
|  119  |    50.30%    |    0.6930     |      50.53%       |      50.37%      |
|  120  |    50.31%    |    0.6930     |      50.57%       |      50.37%      |
|  121  |    50.31%    |    0.6930     |      50.48%       |      50.22%      |
|  122  |    50.31%    |    0.6930     |      50.49%       |      50.44%      |
|  123  |    50.31%    |    0.6930     |      50.58%       |      50.44%      |
|  124  |    50.31%    |    0.6933     |      50.53%       |      50.29%      |
|  125  |    50.31%    |    0.6933     |      50.53%       |      50.37%      |
|  126  |    50.32%    |    0.6934     |      50.49%       |      50.22%      |
|  127  |    50.31%    |    0.6933     |      50.51%       |      50.29%      |
|  128  |    50.31%    |    0.6928     |      50.53%       |      50.44%      |
|  129  |    50.31%    |    0.6931     |      50.53%       |      50.22%      |
|  130  |    50.32%    |    0.6933     |      50.53%       |      50.37%      |
|  131  |    50.31%    |    0.6934     |      50.48%       |      50.37%      |
|  132  |    50.31%    |    0.6930     |      50.48%       |      50.29%      |
|  133  |    50.31%    |    0.6928     |      50.54%       |      50.51%      |
|  134  |    50.31%    |    0.6930     |      50.57%       |      50.58%      |
|  135  |    50.32%    |    0.6928     |      50.49%       |      50.29%      |
|  136  |    50.32%    |    0.6934     |      50.54%       |      50.22%      |
|  137  |    50.32%    |    0.6928     |      50.56%       |      50.37%      |
|  138  |    50.31%    |    0.6934     |      50.54%       |      50.51%      |
|  139  |    50.31%    |    0.6934     |      50.61%       |      50.44%      |
|  140  |    50.31%    |    0.6932     |      50.56%       |      50.37%      |
|  141  |    50.33%    |    0.6928     |      50.51%       |      50.29%      |
|  142  |    50.32%    |    0.6924     |      50.53%       |      50.58%      |
|  143  |    50.31%    |    0.6930     |      50.54%       |      50.29%      |
|  144  |    50.31%    |    0.6932     |      50.58%       |      50.58%      |
|  145  |    50.31%    |    0.6932     |      50.56%       |      50.37%      |
|  146  |    50.32%    |    0.6927     |      50.47%       |      50.44%      |
|  147  |    50.31%    |    0.6927     |      50.51%       |      50.37%      |
|  148  |    50.32%    |    0.6932     |      50.51%       |      50.44%      |
|  149  |    50.32%    |    0.6930     |      50.56%       |      50.51%      |
|  150  |    50.31%    |    0.6935     |      50.51%       |      50.51%      |
|  151  |    50.32%    |    0.6928     |      50.52%       |      50.37%      |
|  152  |    50.31%    |    0.6928     |      50.51%       |      50.44%      |
|  153  |    50.31%    |    0.6933     |      50.54%       |      50.37%      |
|  154  |    50.31%    |    0.6929     |      50.48%       |      50.44%      |
|  155  |    50.32%    |    0.6932     |      50.53%       |      50.37%      |
|  156  |    50.32%    |    0.6925     |      50.49%       |      50.37%      |
|  157  |    50.31%    |    0.6933     |      50.55%       |      50.51%      |
|  158  |    50.31%    |    0.6935     |      50.48%       |      50.15%      |
|  159  |    50.32%    |    0.6926     |      50.54%       |      50.37%      |
|  160  |    50.32%    |    0.6928     |      50.55%       |      50.44%      |
