| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  94   |    50.11%    |    0.6931     |      50.15%       |      50.14%      |
|  95   |    50.10%    |    0.6930     |      50.14%       |      50.14%      |
|  96   |    50.09%    |    0.6931     |      50.20%       |      50.28%      |
|  97   |    50.09%    |    0.6933     |      50.15%       |      50.28%      |
|  98   |    50.09%    |    0.6933     |      50.12%       |      50.28%      |
|  99   |    50.09%    |    0.6931     |      50.14%       |      50.14%      |
|  100  |    50.10%    |    0.6934     |      50.07%       |      50.07%      |
|  101  |    50.10%    |    0.6932     |      50.16%       |      50.14%      |
|  102  |    50.10%    |    0.6931     |      50.17%       |      50.14%      |
|  103  |    50.10%    |    0.6930     |      50.10%       |      50.07%      |
|  104  |    50.10%    |    0.6931     |      50.12%       |      50.07%      |
|  105  |    50.11%    |    0.6930     |      50.13%       |      50.14%      |
|  106  |    50.10%    |    0.6931     |      50.05%       |      50.14%      |
|  107  |    50.10%    |    0.6931     |      50.13%       |      50.21%      |
|  108  |    50.09%    |    0.6934     |      50.08%       |      50.07%      |
|  109  |    50.09%    |    0.6929     |      50.16%       |      50.14%      |
|  110  |    50.09%    |    0.6933     |      50.10%       |      49.93%      |
|  111  |    50.10%    |    0.6932     |      50.16%       |      50.14%      |
|  112  |    50.10%    |    0.6933     |      50.12%       |      50.14%      |
|  113  |    50.11%    |    0.6931     |      50.14%       |      50.21%      |
|  114  |    50.11%    |    0.6930     |      50.15%       |      50.14%      |
|  115  |    50.10%    |    0.6930     |      50.11%       |      50.21%      |
|  116  |    50.09%    |    0.6932     |      50.15%       |      50.21%      |
|  117  |    50.11%    |    0.6932     |      50.12%       |      50.07%      |
|  118  |    50.10%    |    0.6931     |      50.10%       |      50.14%      |
|  119  |    50.09%    |    0.6933     |      50.14%       |      50.00%      |
|  120  |    50.10%    |    0.6931     |      50.12%       |      50.14%      |
|  121  |    50.11%    |    0.6929     |      50.15%       |      50.07%      |
|  122  |    50.09%    |    0.6932     |      50.14%       |      50.28%      |
|  123  |    50.09%    |    0.6933     |      50.08%       |      50.14%      |
