seed,layer_index,MSE,random_or_trained,norm_type,checkpoint,sweep_id,run_id
0,0,0.04052364081144333,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
0,1,0.0471285842359066,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
0,2,0.040551625192165375,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,0,0.04071364551782608,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,1,0.04790933057665825,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,2,0.04081486165523529,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,0,0.046997226774692535,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,1,0.04809390753507614,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,2,0.04638903960585594,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,0,0.04224201291799545,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,1,0.04757866635918617,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,2,0.04192214086651802,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
4,0,0.040614642202854156,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
4,1,0.047602102160453796,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
4,2,0.040663495659828186,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
5,0,0.04018198326230049,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
5,1,0.04790622740983963,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
5,2,0.04070029780268669,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
6,0,0.04631681367754936,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
6,1,0.047983407974243164,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
6,2,0.04611951485276222,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
7,0,0.04133768007159233,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
7,1,0.04674762114882469,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
7,2,0.04133426025509834,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
8,0,0.04062512516975403,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
8,1,0.047939445823431015,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
8,2,0.04085409641265869,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
9,0,0.04189155250787735,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
9,1,0.04804109036922455,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
9,2,0.04072342813014984,random,normalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
0,0,0.01975104957818985,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
0,1,0.02035135217010975,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
0,2,0.01798880286514759,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,0,0.017267398536205292,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,1,0.020434709265828133,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
1,2,0.017057955265045166,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,0,0.01724398136138916,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,1,0.020448915660381317,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
2,2,0.017039353027939796,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,0,0.01867423765361309,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,1,0.020439663901925087,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
3,2,0.019408751279115677,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
4,0,0.019217610359191895,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
4,1,0.020394232124090195,random,unnormalized,RANDOM,20241121152808,run_38_L2_H64_GRU_uni_rrxor
