seed,layer_index,MSE,random_or_trained,norm_type,checkpoint,sweep_id,run_id
0,0,0.0038209136109799147,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
0,1,0.0038209136109799147,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
1,0,0.004897096194326878,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
1,1,0.004897096194326878,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
2,0,0.0025738696567714214,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
2,1,0.0025738696567714214,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
3,0,0.003104718402028084,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
3,1,0.003104718402028084,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
4,0,0.0034578577615320683,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
4,1,0.0034578577615320683,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
5,0,0.002649001544341445,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
5,1,0.002649001544341445,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
6,0,0.003504018532112241,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
6,1,0.003504018532112241,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
7,0,0.0025314742233604193,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
7,1,0.0025314742233604193,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
8,0,0.004095178097486496,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
8,1,0.004095178097486496,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
9,0,0.0041232239454984665,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
9,1,0.0041232239454984665,random,normalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
0,0,0.001800483907572925,random,unnormalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
0,1,0.001800483907572925,random,unnormalized,RANDOM,20241121152808,run_13_L1_H64_GRU_uni_fanizza
