| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  94   |    50.34%    |    0.6925     |      50.00%       |      50.07%      |
|  95   |    50.35%    |    0.6932     |      49.97%       |      50.00%      |
|  96   |    50.35%    |    0.6934     |      49.91%       |      49.72%      |
|  97   |    50.35%    |    0.6930     |      49.94%       |      50.07%      |
|  98   |    50.35%    |    0.6931     |      49.97%       |      49.79%      |
|  99   |    50.34%    |    0.6931     |      49.99%       |      49.86%      |
|  100  |    50.35%    |    0.6931     |      49.99%       |      49.72%      |
|  101  |    50.34%    |    0.6925     |      49.94%       |      49.93%      |
|  102  |    50.36%    |    0.6929     |      49.99%       |      50.07%      |
|  103  |    50.36%    |    0.6927     |      49.99%       |      50.00%      |
|  104  |    50.35%    |    0.6926     |      49.94%       |      49.79%      |
|  105  |    50.35%    |    0.6936     |      49.96%       |      50.00%      |
|  106  |    50.35%    |    0.6928     |      49.99%       |      50.00%      |
|  107  |    50.36%    |    0.6928     |      50.01%       |      49.79%      |
|  108  |    50.35%    |    0.6932     |      49.99%       |      49.79%      |
|  109  |    50.36%    |    0.6933     |      49.99%       |      50.00%      |
|  110  |    50.34%    |    0.6931     |      49.99%       |      49.93%      |
|  111  |    50.34%    |    0.6935     |      50.01%       |      49.79%      |
|  112  |    50.35%    |    0.6930     |      50.01%       |      50.07%      |
|  113  |    50.35%    |    0.6930     |      49.98%       |      49.86%      |
|  114  |    50.35%    |    0.6934     |      50.00%       |      49.86%      |
|  115  |    50.36%    |    0.6931     |      50.03%       |      50.00%      |
|  116  |    50.35%    |    0.6933     |      50.01%       |      50.07%      |
|  117  |    50.35%    |    0.6936     |      49.97%       |      49.86%      |
|  118  |    50.34%    |    0.6934     |      50.01%       |      49.93%      |
|  119  |    50.35%    |    0.6933     |      50.01%       |      50.00%      |
|  120  |    50.35%    |    0.6931     |      49.99%       |      50.00%      |
|  121  |    50.35%    |    0.6928     |      50.01%       |      49.79%      |
|  122  |    50.34%    |    0.6933     |      49.96%       |      49.93%      |
