| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  94   |    67.06%    |    0.5937     |      65.01%       |      65.98%      |
|  95   |    67.18%    |    0.5861     |      65.09%       |      66.15%      |
|  96   |    67.16%    |    0.5790     |      64.95%       |      66.64%      |
|  97   |    67.11%    |    0.5800     |      64.96%       |      65.96%      |
|  98   |    67.09%    |    0.5911     |      64.87%       |      66.05%      |
|  99   |    67.42%    |    0.5779     |      64.93%       |      66.05%      |
|  100  |    67.26%    |    0.6000     |      65.00%       |      66.17%      |
|  101  |    67.26%    |    0.5856     |      64.90%       |      65.88%      |
|  102  |    67.06%    |    0.5879     |      64.87%       |      66.19%      |
|  103  |    67.19%    |    0.5961     |      64.85%       |      66.23%      |
|  104  |    67.17%    |    0.5766     |      64.98%       |      66.04%      |
|  105  |    67.11%    |    0.5914     |      65.05%       |      66.61%      |
|  106  |    67.40%    |    0.5844     |      65.14%       |      66.37%      |
|  107  |    67.31%    |    0.5679     |      65.17%       |      66.51%      |
|  108  |    67.33%    |    0.5906     |      65.00%       |      65.71%      |
|  109  |    67.01%    |    0.5811     |      65.00%       |      67.06%      |
|  110  |    67.35%    |    0.5794     |      64.88%       |      66.11%      |
|  111  |    67.31%    |    0.5777     |      64.90%       |      65.68%      |
|  112  |    67.31%    |    0.5912     |      65.13%       |      66.24%      |
|  113  |    67.18%    |    0.5779     |      64.81%       |      66.28%      |
|  114  |    67.23%    |    0.5605     |      65.17%       |      66.68%      |
|  115  |    67.20%    |    0.5648     |      65.00%       |      66.15%      |
|  116  |    67.08%    |    0.5747     |      64.93%       |      66.02%      |
|  117  |    67.17%    |    0.5843     |      65.04%       |      66.65%      |
|  118  |    67.16%    |    0.5878     |      65.18%       |      66.87%      |
|  119  |    67.14%    |    0.5838     |      64.99%       |      65.91%      |
|  120  |    67.33%    |    0.5760     |      65.11%       |      66.65%      |
|  121  |    67.41%    |    0.5851     |      64.94%       |      66.94%      |
|  122  |    67.59%    |    0.5690     |      65.12%       |      66.60%      |
|  123  |    67.49%    |    0.5838     |      65.00%       |      66.17%      |
|  124  |    67.51%    |    0.5851     |      65.03%       |      67.02%      |
|  125  |    67.19%    |    0.5813     |      64.96%       |      65.96%      |
|  126  |    67.34%    |    0.5776     |      64.90%       |      65.99%      |
|  127  |    67.38%    |    0.5878     |      65.08%       |      66.37%      |
|  128  |    67.52%    |    0.5874     |      65.11%       |      65.70%      |
|  129  |    67.33%    |    0.5810     |      64.89%       |      66.06%      |
|  130  |    67.50%    |    0.5899     |      64.78%       |      66.05%      |
|  131  |    67.16%    |    0.5697     |      65.06%       |      66.50%      |
|  132  |    67.13%    |    0.5831     |      64.98%       |      66.52%      |
|  133  |    67.12%    |    0.5905     |      64.93%       |      65.98%      |
|  134  |    67.34%    |    0.5862     |      65.05%       |      66.04%      |
|  135  |    67.47%    |    0.5658     |      65.03%       |      66.75%      |
|  136  |    67.12%    |    0.5804     |      64.95%       |      65.81%      |
|  137  |    67.25%    |    0.5768     |      65.01%       |      66.02%      |
|  138  |    67.49%    |    0.5841     |      64.94%       |      66.43%      |
|  139  |    67.42%    |    0.5740     |      65.07%       |      66.48%      |
|  140  |    67.38%    |    0.5838     |      65.19%       |      66.60%      |
|  141  |    67.40%    |    0.5840     |      64.99%       |      66.05%      |
|  142  |    67.28%    |    0.5828     |      64.94%       |      66.09%      |
|  143  |    67.72%    |    0.5723     |      65.13%       |      66.31%      |
|  144  |    67.40%    |    0.5849     |      65.03%       |      66.47%      |
|  145  |    67.24%    |    0.5725     |      64.86%       |      66.05%      |
|  146  |    67.71%    |    0.5782     |      65.06%       |      66.35%      |
|  147  |    67.28%    |    0.5815     |      64.97%       |      66.25%      |
|  148  |    67.34%    |    0.5687     |      65.01%       |      66.17%      |
|  149  |    67.28%    |    0.5812     |      65.02%       |      66.53%      |
|  150  |    67.21%    |    0.5769     |      65.09%       |      66.14%      |
|  151  |    67.59%    |    0.5765     |      65.14%       |      66.59%      |
|  152  |    67.35%    |    0.5761     |      64.95%       |      66.37%      |
|  153  |    67.21%    |    0.5752     |      65.01%       |      66.55%      |
|  154  |    67.40%    |    0.5770     |      65.06%       |      66.36%      |
|  155  |    67.44%    |    0.5816     |      65.01%       |      65.97%      |
|  156  |    67.63%    |    0.5807     |      64.95%       |      65.98%      |
|  157  |    67.46%    |    0.5830     |      64.99%       |      66.53%      |
|  158  |    67.52%    |    0.5894     |      65.02%       |      65.84%      |
|  159  |    67.26%    |    0.5709     |      64.94%       |      66.24%      |
|  160  |    67.37%    |    0.5726     |      65.12%       |      65.88%      |
|  161  |    67.37%    |    0.5727     |      65.16%       |      66.58%      |
|  162  |    67.37%    |    0.5790     |      65.05%       |      65.91%      |
|  163  |    67.65%    |    0.5797     |      65.06%       |      66.47%      |
|  164  |    67.42%    |    0.5832     |      64.93%       |      66.39%      |
|  165  |    67.39%    |    0.5899     |      65.13%       |      66.97%      |
|  166  |    67.57%    |    0.5835     |      65.04%       |      65.98%      |
|  167  |    67.41%    |    0.5792     |      64.91%       |      66.20%      |
|  168  |    67.29%    |    0.5948     |      65.05%       |      66.89%      |
|  169  |    67.59%    |    0.5731     |      64.96%       |      65.60%      |
|  170  |    67.32%    |    0.5748     |      64.82%       |      65.64%      |
|  171  |    67.32%    |    0.5789     |      65.10%       |      66.15%      |
|  172  |    67.56%    |    0.5747     |      65.01%       |      66.45%      |
|  173  |    67.55%    |    0.5723     |      65.10%       |      66.35%      |
|  174  |    67.70%    |    0.5896     |      64.99%       |      65.95%      |
|  175  |    67.47%    |    0.5874     |      65.03%       |      66.68%      |
|  176  |    67.30%    |    0.5841     |      65.01%       |      66.08%      |
|  177  |    67.36%    |    0.5716     |      65.14%       |      66.74%      |
|  178  |    67.42%    |    0.5795     |      64.96%       |      66.23%      |
|  179  |    67.46%    |    0.5786     |      64.95%       |      66.01%      |
|  180  |    67.40%    |    0.5904     |      65.04%       |      66.54%      |
|  181  |    67.75%    |    0.5663     |      65.10%       |      66.47%      |
|  182  |    67.71%    |    0.5845     |      65.14%       |      67.13%      |
|  183  |    67.78%    |    0.5636     |      64.91%       |      66.13%      |
|  184  |    67.47%    |    0.5936     |      64.91%       |      65.83%      |
|  185  |    67.58%    |    0.5925     |      64.97%       |      65.88%      |
|  186  |    67.60%    |    0.5798     |      65.03%       |      66.19%      |
|  187  |    67.45%    |    0.5820     |      65.03%       |      66.16%      |
|  188  |    67.41%    |    0.5959     |      64.95%       |      66.99%      |
|  189  |    67.57%    |    0.5821     |      65.12%       |      66.89%      |
|  190  |    67.55%    |    0.5788     |      64.98%       |      66.52%      |
|  191  |    67.44%    |    0.5852     |      64.99%       |      65.98%      |
|  192  |    67.11%    |    0.5815     |      65.04%       |      66.36%      |
|  193  |    67.70%    |    0.5788     |      65.08%       |      66.71%      |
|  194  |    67.65%    |    0.5816     |      65.03%       |      66.36%      |
|  195  |    67.68%    |    0.5667     |      65.16%       |      66.37%      |
|  196  |    67.65%    |    0.5789     |      65.09%       |      66.33%      |
|  197  |    67.66%    |    0.5936     |      65.06%       |      66.75%      |
|  198  |    67.34%    |    0.5875     |      65.07%       |      66.79%      |
|  199  |    67.29%    |    0.5801     |      65.07%       |      66.28%      |
|  200  |    67.37%    |    0.5744     |      65.11%       |      65.94%      |
