| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  124  |    67.59%    |    0.5769     |      64.92%       |      66.81%      |
|  125  |    67.35%    |    0.5766     |      64.99%       |      66.34%      |
|  126  |    67.50%    |    0.5798     |      64.91%       |      66.78%      |
|  127  |    67.41%    |    0.5917     |      64.91%       |      66.74%      |
|  128  |    67.45%    |    0.5692     |      64.78%       |      66.71%      |
|  129  |    67.34%    |    0.5771     |      64.86%       |      66.61%      |
|  130  |    67.30%    |    0.5875     |      64.95%       |      67.12%      |
|  131  |    67.49%    |    0.5896     |      64.85%       |      66.29%      |
|  132  |    67.12%    |    0.5812     |      64.90%       |      67.12%      |
|  133  |    67.44%    |    0.5786     |      64.93%       |      66.59%      |
|  134  |    67.71%    |    0.5870     |      64.97%       |      66.94%      |
|  135  |    67.51%    |    0.5821     |      64.89%       |      67.12%      |
|  136  |    67.32%    |    0.5900     |      64.95%       |      67.22%      |
|  137  |    67.46%    |    0.5582     |      64.94%       |      67.26%      |
|  138  |    67.29%    |    0.5813     |      65.01%       |      67.04%      |
|  139  |    67.73%    |    0.5923     |      64.87%       |      66.23%      |
|  140  |    67.51%    |    0.5813     |      64.84%       |      66.12%      |
|  141  |    67.56%    |    0.5837     |      64.83%       |      67.07%      |
|  142  |    67.30%    |    0.5768     |      64.77%       |      66.76%      |
|  143  |    67.32%    |    0.5887     |      64.85%       |      66.49%      |
|  144  |    67.65%    |    0.5861     |      64.85%       |      66.79%      |
|  145  |    67.43%    |    0.5873     |      64.91%       |      66.54%      |
|  146  |    67.52%    |    0.5860     |      64.88%       |      66.86%      |
|  147  |    67.57%    |    0.5773     |      64.99%       |      67.21%      |
|  148  |    67.24%    |    0.5764     |      64.81%       |      66.42%      |
|  149  |    68.04%    |    0.5770     |      64.93%       |      66.90%      |
|  150  |    67.45%    |    0.5888     |      64.75%       |      66.31%      |
|  151  |    67.52%    |    0.5798     |      65.04%       |      66.66%      |
|  152  |    67.73%    |    0.5788     |      64.79%       |      66.63%      |
|  153  |    67.39%    |    0.5824     |      64.99%       |      66.53%      |
|  154  |    67.33%    |    0.5780     |      64.91%       |      66.95%      |
|  155  |    67.80%    |    0.5743     |      64.93%       |      66.55%      |
|  156  |    67.54%    |    0.5919     |      64.97%       |      66.82%      |
|  157  |    67.52%    |    0.5730     |      65.01%       |      66.58%      |
|  158  |    67.51%    |    0.5853     |      64.88%       |      66.62%      |
|  159  |    67.33%    |    0.5802     |      64.90%       |      66.62%      |
|  160  |    67.66%    |    0.5868     |      64.87%       |      66.83%      |
|  161  |    67.43%    |    0.5779     |      64.97%       |      66.80%      |
|  162  |    67.60%    |    0.5845     |      64.92%       |      66.68%      |
|  163  |    67.47%    |    0.5830     |      65.00%       |      66.84%      |
|  164  |    67.70%    |    0.5814     |      64.93%       |      66.84%      |
|  165  |    67.36%    |    0.5791     |      64.95%       |      66.55%      |
|  166  |    67.49%    |    0.5849     |      64.82%       |      66.50%      |
|  167  |    67.55%    |    0.5872     |      64.92%       |      66.65%      |
