| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  94   |    67.05%    |    0.5819     |      65.30%       |      66.77%      |
|  95   |    67.11%    |    0.5911     |      65.28%       |      66.60%      |
|  96   |    67.08%    |    0.5744     |      65.31%       |      66.19%      |
|  97   |    66.90%    |    0.5875     |      65.34%       |      66.96%      |
|  98   |    67.01%    |    0.5683     |      65.33%       |      66.52%      |
|  99   |    67.02%    |    0.6062     |      65.32%       |      66.72%      |
|  100  |    67.17%    |    0.5954     |      65.25%       |      66.58%      |
|  101  |    67.16%    |    0.5814     |      65.02%       |      66.64%      |
|  102  |    67.10%    |    0.5965     |      65.30%       |      66.63%      |
|  103  |    67.13%    |    0.6062     |      65.35%       |      66.54%      |
|  104  |    67.04%    |    0.5851     |      65.32%       |      66.38%      |
|  105  |    67.11%    |    0.5882     |      65.24%       |      67.00%      |
|  106  |    67.09%    |    0.5813     |      65.40%       |      67.04%      |
|  107  |    67.13%    |    0.6004     |      65.26%       |      66.86%      |
|  108  |    67.11%    |    0.5867     |      65.29%       |      66.65%      |
|  109  |    67.02%    |    0.5765     |      65.24%       |      66.87%      |
|  110  |    66.95%    |    0.5947     |      65.31%       |      66.77%      |
|  111  |    66.96%    |    0.5937     |      65.16%       |      66.69%      |
|  112  |    67.12%    |    0.5939     |      65.27%       |      66.52%      |
|  113  |    67.21%    |    0.5971     |      65.41%       |      66.64%      |
|  114  |    67.15%    |    0.5868     |      65.19%       |      66.82%      |
|  115  |    66.98%    |    0.5897     |      65.41%       |      66.56%      |
|  116  |    67.09%    |    0.5843     |      65.17%       |      66.85%      |
|  117  |    67.15%    |    0.5856     |      65.21%       |      66.49%      |
|  118  |    66.99%    |    0.6016     |      65.36%       |      66.65%      |
|  119  |    67.07%    |    0.5841     |      65.25%       |      66.65%      |
|  120  |    67.02%    |    0.6023     |      65.31%       |      66.56%      |
|  121  |    67.03%    |    0.5927     |      65.19%       |      66.51%      |
|  122  |    67.20%    |    0.5997     |      65.30%       |      66.39%      |
|  123  |    67.10%    |    0.5841     |      65.31%       |      66.89%      |
|  124  |    67.19%    |    0.5870     |      65.30%       |      66.85%      |
|  125  |    67.28%    |    0.6001     |      65.22%       |      66.61%      |
|  126  |    67.17%    |    0.5929     |      65.28%       |      66.67%      |
|  127  |    67.11%    |    0.5853     |      65.29%       |      66.83%      |
|  128  |    67.16%    |    0.5998     |      65.44%       |      66.74%      |
|  129  |    67.00%    |    0.5852     |      65.35%       |      66.65%      |
|  130  |    67.23%    |    0.5990     |      65.30%       |      67.13%      |
|  131  |    67.10%    |    0.5821     |      65.26%       |      66.77%      |
|  132  |    67.04%    |    0.5787     |      65.29%       |      66.36%      |
|  133  |    67.14%    |    0.5904     |      65.14%       |      66.72%      |
|  134  |    67.13%    |    0.5846     |      65.20%       |      67.20%      |
|  135  |    67.03%    |    0.5927     |      65.26%       |      66.38%      |
|  136  |    66.92%    |    0.5932     |      65.15%       |      66.53%      |
|  137  |    67.17%    |    0.5838     |      65.30%       |      66.54%      |
|  138  |    67.22%    |    0.5810     |      65.08%       |      66.73%      |
|  139  |    67.12%    |    0.5774     |      65.42%       |      66.58%      |
|  140  |    67.40%    |    0.5878     |      65.08%       |      66.60%      |
|  141  |    67.16%    |    0.5915     |      65.29%       |      66.61%      |
|  142  |    67.27%    |    0.5905     |      65.37%       |      66.60%      |
|  143  |    67.10%    |    0.6031     |      65.34%       |      66.76%      |
|  144  |    66.96%    |    0.5870     |      65.35%       |      66.78%      |
|  145  |    67.11%    |    0.6041     |      65.09%       |      66.56%      |
|  146  |    67.14%    |    0.5767     |      65.27%       |      67.02%      |
|  147  |    67.23%    |    0.6052     |      65.01%       |      66.83%      |
|  148  |    67.18%    |    0.5830     |      65.11%       |      66.29%      |
|  149  |    67.05%    |    0.6006     |      65.40%       |      66.59%      |
|  150  |    67.07%    |    0.6005     |      65.23%       |      67.06%      |
|  151  |    67.03%    |    0.5885     |      65.20%       |      66.55%      |
|  152  |    67.12%    |    0.5981     |      65.27%       |      66.72%      |
|  153  |    67.29%    |    0.6077     |      65.33%       |      67.22%      |
|  154  |    67.21%    |    0.5849     |      65.31%       |      66.85%      |
|  155  |    67.12%    |    0.6040     |      65.28%       |      66.58%      |
|  156  |    67.19%    |    0.5856     |      65.10%       |      66.64%      |
|  157  |    67.29%    |    0.5849     |      65.32%       |      66.87%      |
|  158  |    67.36%    |    0.5791     |      65.20%       |      67.07%      |
|  159  |    67.19%    |    0.5864     |      65.27%       |      66.49%      |
|  160  |    67.13%    |    0.5818     |      65.30%       |      66.76%      |
|  161  |    67.25%    |    0.5849     |      65.15%       |      66.69%      |
|  162  |    67.42%    |    0.6021     |      65.23%       |      66.92%      |
|  163  |    67.14%    |    0.5752     |      65.39%       |      66.74%      |
|  164  |    67.28%    |    0.6024     |      65.38%       |      66.78%      |
|  165  |    67.30%    |    0.5987     |      65.34%       |      66.50%      |
|  166  |    67.36%    |    0.6060     |      65.43%       |      66.74%      |
|  167  |    67.24%    |    0.5987     |      65.39%       |      66.75%      |
|  168  |    67.36%    |    0.5835     |      65.29%       |      66.71%      |
|  169  |    67.22%    |    0.5997     |      65.15%       |      66.39%      |
|  170  |    67.09%    |    0.5921     |      65.33%       |      66.56%      |
